comment_sentence_id,class,category,category_encoded,partition,processed_text
912,Audio,Summary,3,1,create audio object object returned input cell passed display function result audio controls displayed frontend works notebook parameters data numpy array list unicode str bytes one numpy 1d array containing desired waveform mono numpy 2d array containing waveforms channel shape nchan nsamples standard channel order see http msdn microsoft com en us library windows hardware dn653308 v vs 85 aspx list float integer representing waveform mono string containing filename bytestring containing raw pcm data url pointing file web array option used waveform normalized filename url used format support browser dependent url unicode url download data filename unicode path local file load data embed boolean audio data embedded using data uri true original source referenced set true want audio playable later internet connection notebook default true unless keyword argument url set default value false rate integer sampling rate raw data required data parameter used array autoplay bool set true audio immediately start playing default false normalize bool whether audio normalized rescaled maximum possible range default true set false data must 1 1 inclusive otherwise error raised applies data list array samples types audio never normalized examples generate sound import numpy np framerate 44100 np linspace 0 5 framerate 5 data np sin 2 np pi 220 np sin 2 np pi 224 audio data rate framerate also stereo channels dataleft np sin 2 np pi 220 dataright np sin 2 np pi 224 audio dataleft dataright rate framerate audio http www nch com au acm 8k16bitpcm wav url audio url http www w3schools com html horse ogg audio path sound wav file audio filename path sound ogg audio b raw wav data bytes audio data b raw wav data
5929,AuthBase,Summary,3,0,base class auth implementations derive
62,AutoFieldMeta,Summary,3,1,metaclass maintain backward inheritance compatibility autofield intended autofieldmixin become public api possible create non integer automatically generated field using column defaults stored database many areas django also relies using isinstance check automatically generated field subclass autofield new flag needs implemented field used instead issues addressed metaclass could used deprecate inheritance autofield use isinstance autofield detecting automatically generated fields
1265,AutoTlsConnBroker,Summary,3,0,broker tries auto upgrade connections use tls least ssl handshake record info
1263,AutocryptSearch,Summary,3,0,search autocrypt database
4460,BCEWithLogitsLoss,Summary,3,0,loss combines sigmoid layer bceloss one single class version numerically stable using plain sigmoid followed bceloss combining operations one layer take advantage log sum exp trick numerical stability unreduced ie attr reduction set none loss described math ell x l l 1 dots l n top quad l n w n left n cdot log sigma x n 1 n cdot log 1 sigma x n right math n batch size attr reduction none default mean math ell x begin cases operatorname mean l text reduction text mean operatorname sum l text reduction text sum end cases used measuring error reconstruction example auto encoder note targets numbers 0 1 possible trade recall precision adding weights positive examples case multi label classification loss described math ell c x l c l 1 c dots l n c top quad l n c w n c left p c n c cdot log sigma x n c 1 n c cdot log 1 sigma x n c right example dataset contains 100 positive 300 negative examples single class pos weight class equal math frac 300 100 3 loss would act dataset contains math 3 times 100 300 positive examples examples target torch ones 10 64 dtype torch float32 64 classes batch size 10 output torch full 10 64 0999 prediction logit pos weight torch ones 64 weights equal 1 criterion torch nn bcewithlogitsloss pos weight pos weight criterion output target log sigmoid 0999 tensor 03135 args weight tensor optional manual rescaling weight given loss batch element given tensor size nbatch size average bool optional deprecated see attr reduction default losses averaged loss element batch note losses multiple elements per sample field attr size average set false losses instead summed minibatch ignored reduce false default true reduce bool optional deprecated see attr reduction losses averaged summed observations minibatch depending attr size average attr reduce false returns loss per batch element instead ignores attr size average default true reduction string optional specifies reduction apply output none mean sum none reduction applied mean sum output divided number elements output sum output summed note attr size average attr reduce process deprecated meantime default mean pos weight tensor optional weight positive examples must vector length equal number classes shape input math n math means number additional dimensions target math n shape input output scalar attr reduction none math n examples loss nn bcewithlogitsloss input torch randn 3 requires grad true target torch empty 3 random 2 output loss input target output backward
218,BCryptSHA256PasswordHasher,Summary,3,0,secure password hashing using bcrypt algorithm recommended considered many secure algorithm must first install bcrypt library
1642,BYearBegin,Summary,3,0,dateoffset increments business year begin dates
84,BadSignature,Summary,3,1,signature match
86,BarAccount,Summary,3,0,service specific account type bar
1560,Base,Summary,3,0,common tests variations intervalindex construction input data supplied breaks format converted subclass method get kwargs breaks expected format
88,BaseCommand,Summary,3,0,base class management commands ultimately derive use class want access mechanisms parse command line arguments work code call response need change behavior consider using one subclasses defined file interested overriding customizing various aspects command parsing execution behavior normal flow works follows 1 django admin manage py loads command class calls run argv method 2 run argv method calls create parser get argumentparser arguments parses performs environment changes requested options like pythonpath calls execute method passing parsed arguments 3 execute method attempts carry command calling handle method parsed arguments output produced handle printed standard output command intended produce block sql statements wrapped begin commit 4 handle execute raised exception eg commanderror run argv instead print error message stderr thus handle method typically starting point subclasses many built commands command types either place logic handle perform additional parsing work handle delegate specialized methods needed several attributes affect behavior various steps along way help short description command printed output transaction boolean indicating whether command outputs sql statements true output automatically wrapped begin commit default value false requires migrations checks boolean true command prints warning set migrations disk match migrations database requires system checks boolean true entire django project checked errors prior executing command validate individual application models rather applications models call self check app configs handle app configs list application configuration provided app registry
2418,BaseCommand_,Summary,3,1,cli command
201,BaseDatabaseSchemaEditor,DevelopmentNotes,0,0,class subclasses responsible emitting schema changing statements databases model creation removal alteration field renaming index fiddling
201,BaseDatabaseSchemaEditor,Summary,3,0,class subclasses responsible emitting schema changing statements databases model creation removal alteration field renaming index fiddling
210,BaseExpression,Summary,3,0,base class query expressions
1569,BaseInterfaceTests,Summary,3,1,tests basic interface satisfied interface
4344,BaseTestCase,Summary,3,0,base class used tensorboard tests
212,BaseUpdateView,Summary,3,0,base view updating existing object using base class requires subclassing provide response mixin
216,BaseYearArchiveView,Summary,3,0,list objects published given year
4346,BatchNorm1d,Summary,3,0,applies batch normalization 2d 3d input mini batch 1d inputs optional additional channel dimension described paper batch normalization accelerating deep network training reducing internal covariate shift math mean standard deviation calculated per dimension size c c input size also default training layer keeps running estimates computed mean variance used normalization evaluation running estimates kept default attr momentum 01 attr track running stats set false layer keep running estimates batch statistics instead used evaluation time well note attr momentum argument different one used optimizer classes conventional notion momentum mathematically update rule running statistics math hat x text new 1 text momentum times hat x text momentum times x math hat x estimated statistic math x new observed value batch normalization done c dimension computing statistics n l slices common terminology call temporal batch normalization args num features math c expected input size math n c l math l input size math n l eps value added denominator numerical stability default 1e 5 momentum value used running mean running var computation set none cumulative moving average ie simple average default 01 affine boolean value set true module learnable affine parameters default true track running stats boolean value set true module tracks running mean variance set false module track statistics always uses batch statistics training eval modes default true shape input math n c math n c l output math n c math n c l shape input examples learnable parameters nn batchnorm1d 100 without learnable parameters input torch randn 20 100 output input
1573,BooleanArray,Summary,3,0,array boolean true false data missing values pandas extension array boolean data hood represented 2 numpy arrays boolean array data boolean array mask true indicating missing booleanarray implements kleene logic sometimes called three value logic logical operations see ref boolean kleene construct booleanarray generic array like input use func pandas array specifying dtype boolean see examples booleanarray considered experimental parameters values numpy ndarray 1 boolean dtype array data mask numpy ndarray 1 boolean dtype array indicating missing values true indicates missing copy bool default false whether copy values mask arrays attributes none methods none returns booleanarray examples create booleanarray func pandas array pd array true false none dtype boolean booleanarray true false na length 3 dtype boolean
227,BoundWidget,Summary,3,0,container class used iterating widgets useful widgets choices example following used template radio myform beatles label radio id label radio choice label span class radio radio tag span label endfor
2420,BrokenStdoutLoggingError,Summary,3,0,raised brokenpipeerror occurs stdout stream logging
2422,Bucket,Summary,3,0,buckets used store bytecode one template created initialized bytecode cache passed loading functions buckets get internal checksum cache assigned use automatically reject outdated cache material
4638,BuildType,Summary,3,1,checks build type build type given attr cmake build type env attr cmake build type env none build type inferred cmakecache txt cmakecache txt exist os environ cmake build type used arguments cmake build type env str value os environ cmake build type
1638,BusinessHour,Summary,3,0,dateoffset subclass representing possibly n business hours
1640,BusinessMixin,Summary,3,0,mixin business types provide related functions
2495,CONSOLE_SCREEN_BUFFER_INFO,Summary,3,0,struct wincon h
249,CacheHandler,Summary,3,0,cache handler manage access cache instances ensure one instance alias exists per thread
4657,Caffe2OperatorTestCase,Summary,3,0,class includes information needed benchmark operator op bench user defined class child caffe2benchmarkbase includes input operator etc test config namedtuple includes test name input shape tag run backward run backward false run forward method executed otherwise run backward method executed
2434,CallBlock,DevelopmentNotes,0,0,like macro without name call instead call called unnamed macro caller argument node holds
1044,CapturingDisplayPublisher,Summary,3,1,displaypublisher store
2440,CaseInsensitiveDict,Summary,3,0,case insensitive dict like object implements methods operations mutablemapping well dict copy also provides lower items keys expected strings structure remembers case last key set iter instance keys items iterkeys iteritems contain case sensitive keys however querying contains testing case insensitive cid caseinsensitivedict cid accept application json list cid accept true example headers content encoding return value content encoding response header regardless header name originally stored constructor update equality comparison operations given keys equal lower behavior undefined
1644,CategoricalDtype,Expand,1,1,type categorical data categories orderedness parameters categories sequence optional must unique must contain nulls ordered bool none default false whether categorical treated ordered categorical none used maintain ordered value existing categoricals used operations combine categoricals eg astype resolve false existing ordered maintain attributes categories ordered methods none notes class useful specifying type categorical independent values see ref categorical categoricaldtype examples pd categoricaldtype categories b ordered true pd series b c dtype 12 00 1 b 2 00 3 nan dtype category categories 2 object b
1644,CategoricalDtype,Summary,3,0,type categorical data categories orderedness parameters categories sequence optional must unique must contain nulls ordered bool none default false whether categorical treated ordered categorical none used maintain ordered value existing categoricals used operations combine categoricals eg astype resolve false existing ordered maintain attributes categories ordered methods none notes class useful specifying type categorical independent values see ref categorical categoricaldtype examples pd categoricaldtype categories b ordered true pd series b c dtype 12 00 1 b 2 00 3 nan dtype category categories 2 object b
1703,CategoricalIndex,Summary,3,0,index based underlying class categorical categoricalindex like categorical take limited also like categorical might order numerical operations additions divisions possible parameters data array like 1 dimensional values categorical categories given values categories replaced nan categories index like optional categories categorical items need unique categories given also dtype inferred data ordered bool optional whether categorical treated ordered categorical given dtype resulting categorical unordered dtype categoricaldtype category optional class categoricaldtype cannot used together categories ordered versionadded 021 0 copy bool default false make copy input ndarray name object optional name stored index attributes codes categories ordered methods remove unused categories set categories ordered unordered map categories validate explicit ordered true given categories notes see user guide http pandas pydata org pandas docs stable user guide advanced html categoricalindex examples pd categoricalindex b c b c categoricalindex b c b c categories b c ordered false dtype category noqa categoricalindex also instantiated categorical c pd categorical b c b c pd categoricalindex c categoricalindex b c b c categories b c ordered false dtype category noqa ordered categoricalindex min max value ci pd categoricalindex b c b c ordered true categories c b ci categoricalindex b c b c categories c b ordered true dtype category noqa c
1046,CellMagicRole,Summary,3,0,cross reference role displayed prefix
253,Choices,Parameters,2,0,class creating enumerated choices
253,Choices,Summary,3,0,class creating enumerated choices
256,ChunkIter,Summary,3,0,iterable yield chunks data given file like object constructor yield chunks read operations object
262,Client,Summary,3,0,class act client testing purposes allows user compose get post requests obtain response server gave requests server response objects annotated details contexts templates rendered process serving request client objects stateful retain cookie thus session details lifetime client instance intended replacement twill selenium like allow testing contexts templates produced view rather html rendered end user
2489,ColoredString,Summary,3,0,enhanced string len operations colored output
286,Combinable,Summary,3,0,provide ability combine one two objects connector example f foo f bar
2491,CommandError,Summary,3,0,raised error command line arguments
1269,ConfigDict,Summary,3,0,sanity checking self documenting dictionary program settings object must initialized dictionary describes structured way variables exist legal values defaults variable definition expects three values 1 human readable description variable 2 data type sanity check 3 default value sanity check dictionary rules values expected dictionaries lists items match rules defined used empty list dictionary default value configuration data nested including dictionary rules place default value default value empty list assumed list values type specified examples pot configdict rules potatoes many potatoes int 0 carrots many carrots int 99 liquids fluids like false water liters int 0 vodka liters int 12 tags tags c c int 0 x x str colors colors red blue sorted pot keys sorted pot values colors liquids tags pot potatoes pot liquids vodka 123 pot potatoes 123 pot liquids vodka 123 pot carrots 99 pot walk liquids vodka 123 pot walk liquids vodka parent true vodka pot colors append red 0 pot colors extend blue red red pot colors red blue red red 0 pot tags 0 c 123 pot tags append z invalid traceback recent call last valueerror invalid value config tags 1 traceback recent call last invalidkeyerror invalid key config evil traceback recent call last invalidkeyerror invalid key config liquids evil traceback recent call last valueerror invalid value config potatoes moo traceback recent call last configvalueerror invalid value config colors 4 green pot rules potatoes many potatoes type int 0 isinstance pot liquids configdict true
1424,ConfigureMailboxes,Summary,3,0,add one mailboxes account specified mailbox assigned id use metadata index account specified mailbox assigned account configured automatic indexing
1434,ConnectToGuiOMatic,Summary,3,0,connect waiting gui matic gui
2493,ConnectionError,Summary,3,0,connection error occurred
292,ConsoleDirective,Summary,3,1,restructuredtext directive renders two tab code block second tab shows windows command line equivalent usual unix oriented examples
4669,ConstantPad3d,Summary,3,0,pads input tensor boundaries constant value n dimensional padding use func torch nn functional pad args padding int tuple size padding int uses padding boundaries 6 tuple uses math text padding left math text padding right math text padding top math text padding bottom math text padding front math text padding back examples nn constantpad3d 3 35 input torch randn 16 3 10 20 30 output input using different paddings different sides nn constantpad3d 3 3 6 6 0 1 35 output input
1436,ContactSet,Summary,3,0,set contact lines ensuring contact exists
298,Context,Summary,3,1,stack container variable context
2497,Context_,Summary,3,0,template context holds variables template creating instances neither supported useful created automatically various stages template evaluation created hand context immutable modifications attr parent must happen modifications attr vars allowed generated template code template filters global functions marked func contextfunction get active context passed first argument allowed access context read template context supports read dict operations get keys values items iterkeys itervalues iteritems getitem contains additionally meth resolve method fail keyerror returns class undefined object missing variables
4709,Conv3d,Summary,3,0,applies 3d convolution input signal composed several input planes simplest case output value layer input size math n c h w output math n c h w precisely described math n c j bias c j sum k 0 c 1 weight c j k star input n k attr stride controls stride cross correlation attr padding controls amount implicit zero paddings sides attr padding number points dimension attr dilation controls spacing kernel points also known trous algorithm harder describe link nice visualization attr dilation attr groups controls connections inputs outputs attr channels attr channels must divisible attr groups groups 1 inputs convolved outputs groups 2 operation becomes equivalent two conv layers side side seeing half input channels producing half output channels subsequently concatenated groups attr channels input channel convolved set filters size math left lfloor frac channels channels right rfloor parameters attr kernel size attr stride attr padding attr dilation either single int case value used depth height width dimension tuple three ints case first int used depth dimension second int height dimension third int width dimension words input size math n c h w math channels c channels c times k args channels int number channels input image channels int number channels produced convolution kernel size int tuple size convolving kernel stride int tuple optional stride convolution default 1 padding int tuple optional zero padding added three sides input default 0 padding mode string optional accepted values zeros circular default zeros dilation int tuple optional spacing kernel elements default 1 groups int optional number blocked connections input channels output channels default 1 bias bool optional true adds learnable bias output default true input math n c h w output math n c h w math math math attributes weight tensor learnable weights module shape values weights sampled math k frac 1 c text prod 0 2 text kernel size bias tensor learnable bias module shape channels attr bias true values weights sampled math mathcal u sqrt k sqrt k math k frac 1 c text prod 0 2 text kernel size examples square kernels equal stride nn conv3d 16 33 3 stride 2 non square kernels unequal stride padding nn conv3d 16 33 3 5 2 stride 2 1 1 padding 4 2 0 input torch randn 20 16 10 50 100 output input
4870,ConvReLU3d,Summary,3,0,convrelu3d module fused module conv3d relu adopt interface class torch nn quantized conv3d note attributes torch nn quantized conv3d
2540,ConvertingTuple,Summary,3,0,converting tuple wrapper
2542,CookieConflictError,Summary,3,0,two cookies meet criteria specified cookie jar use get set include domain path args order specific
300,CryptPasswordHasher,Summary,3,1,password hashing using unix crypt recommended crypt module supported platforms
304,CustomArticleAdmin,Summary,3,0,tests various hooks using custom templates contexts
306,CustomCacheKeyValidationTests,Summary,3,0,tests ability mixin custom validate key method custom cache backend otherwise inherits builtin backend override default key validation
314,CustomHeaderRemoteUserTest,Parameters,2,0,tests custom remoteusermiddleware subclass custom http auth user
314,CustomHeaderRemoteUserTest,Summary,3,0,tests custom remoteusermiddleware subclass custom http auth user
4883,CyclicLR,Summary,3,1,sets learning rate parameter group according cyclical learning rate policy clr policy cycles learning rate two boundaries constant frequency detailed paper cyclical learning rates training neural networks distance two boundaries scaled per iteration per cycle basis cyclical learning rate policy changes learning rate every batch triangular basic triangular cycle without amplitude scaling triangular2 basic triangular cycle scales initial amplitude half cycle exp range cycle scales initial amplitude math text gamma text cycle iterations cycle iteration example optimizer torch optim sgd model parameters lr 01 momentum 09 scheduler torch optim lr scheduler cycliclr optimizer base lr 001 max lr 01 data loader torch utils data dataloader epoch range 10 batch data loader train batch scheduler step
1838,CythonCommand,Summary,3,0,custom distutils command subclassed cython distutils build ext compile pyx c stop
1844,DataIndexableCol,Summary,3,0,represent data column indexed
2546,DataViewSequence,Summary,3,0,sequence data views entry instance item class
318,DatabaseReceiver,Summary,3,0,used tests database argument signals 13552
2550,Date,Summary,3,0,date literal
321,DblFromGeom,Parameters,2,0,reference last argument
5005,DeQuantStub,Expand,1,0,dequantize stub module calibration identity swapped nnq dequantize convert
5005,DeQuantStub,Summary,3,1,dequantize stub module calibration identity swapped nnq dequantize convert
5011,DiagonalTensor,Summary,3,0,class torch function specific diagonal representation class limited utility mostly useful verifying dispatch mechanism works expected based diagonalarray example numpy documentation pytorch dispatch system happens via torch function diagonaltensor represents 2d tensor n rows columns diagonal entries set value entries set zero main functionality diagonaltensor provide compact
2555,DirectedGraph,Summary,3,0,graph structure directed edges
325,DisallowedModelAdminToField,Summary,3,0,invalid field passed admin view via url query string
1048,DisplayHook,Summary,3,0,custom ipython displayhook replace sys displayhook class many things basic idea callable gets called anytime user code returns value
2557,Distribution,Summary,3,0,base class distributions whether installed indexes either way must metadata needed construction
327,DjangoHTMLTranslator,Summary,3,0,django specific rest html tweaks
2563,DocumentErrorTree,Summary,3,1,implements dict like class query errors indexes following
1054,DummyMod,Summary,3,0,dummy module used ipython interactive module namespace must assigned module dict
329,Dumpdata,Summary,3,1,tests dumpdata management command
2806,EOF,Summary,3,0,usually means child exited
331,EarliestOrLatestTests,Summary,3,0,tests earliest latest objects methods
5053,EmbeddingBag,Summary,3,0,computes sums means bags embeddings without instantiating intermediate embeddings bags constant length attr per sample weights class mode sum equivalent class torch nn embedding followed torch sum dim 0 mode mean equivalent class torch nn embedding followed torch mean dim 0 mode max equivalent class torch nn embedding followed torch max dim 0 however class torch nn embeddingbag much time memory efficient using chain operations embeddingbag also supports per sample weights argument forward pass scales output embedding performing weighted reduction specified mode attr per sample weights passed supported mode sum computes weighted sum according attr per sample weights args num embeddings int size dictionary embeddings embedding dim int size embedding vector max norm float optional given embedding vector norm larger attr max norm renormalized norm attr max norm norm type float optional p p norm compute attr max norm option default 2 scale grad freq boolean optional given scale gradients inverse frequency words mini batch default false mode string optional sum mean max specifies way reduce bag sum computes weighted sum taking attr per sample weights consideration mean computes average values bag max computes max value bag default mean sparse bool optional true gradient w r attr weight matrix sparse tensor see notes details regarding sparse gradients note option supported mode max attributes weight tensor learnable weights module shape num embeddings embedding dim initialized math mathcal n 0 1 inputs attr input longtensor attr offsets longtensor optional attr per index weights tensor optional attr input 2d shape b n treated b bags sequences fixed length n return b values aggregated way depending attr mode attr offsets ignored required none case attr input 1d shape n treated concatenation multiple bags sequences attr offsets required 1d tensor containing starting index positions bag attr input therefore attr offsets shape b attr input viewed b bags empty bags ie 0 length returned vectors filled zeros per sample weights tensor optional tensor float double weights none indicate weights taken 1 specified attr per sample weights must exactly shape input treated attr offsets none supported mode sum examples embedding module containing 10 tensors size 3 embedding sum nn embeddingbag 10 3 mode sum batch 2 samples 4 indices input torch longtensor 1 2 4 5 4 3 2 9 offsets torch longtensor 0 4 embedding sum input offsets tensor 08861 54350 00523 11306 25798 10044
1438,EncryptedIntDict,Summary,3,0,encrypteddict deals signed 64 bit int values also adds working keys function
1442,EncryptedUnicodeDict,Summary,3,0,encrypteddict deals unicode values
5196,EnforceUnique,Summary,3,0,raises error key seen
2568,Environment,Expand,1,1,contains important shared variables like configuration filters tests globals others instances class may modified shared template loaded far modifications environments first template loaded lead surprising effects undefined behavior possible initialization parameters block start string string marking beginning block defaults block end string string marking end block defaults variable start string string marking beginning print statement defaults variable end string string marking end print statement defaults comment start string string marking beginning comment comment end string string marking end comment line statement prefix given string used prefix line based statements see also ref line statements line comment prefix given string used prefix line based comments see also ref line statements versionadded 22 trim blocks set true first newline block removed block variable tag lstrip blocks set true leading spaces tabs stripped start line block newline sequence sequence starts newline must one r n r n default n useful default linux os x systems well web applications keep trailing newline preserve trailing newline rendering templates default false causes single newline present stripped end template versionadded 27 extensions either import paths strings extension classes information optimized optimizer enabled default true undefined finalize callable used process result variable expression output example one convert none implicitly empty string autoescape set true xml html autoescaping feature enabled default details autoescaping see class jinja2 utils markup jinja 24 also callable passed template name versionchanged 24 loader cache size size cache per default 400 means least recently used template 1 cache cleaned versionchanged 28 auto reload sources may change ie file system database reload template higher performance possible disable bytecode cache cache internal jinja bytecode templates enable async take advantage newer python features requires python 36 later
5198,Error,Summary,3,0,error section output cuda memcheck error report error message backtrace
337,ErrorDict,Summary,3,0,collection errors knows display various formats dictionary keys field names values errors
1444,Event,Summary,3,0,single event event log actual interpretation rendering events handled respective source class
1846,ExcelFile,Summary,3,0,class parsing tabular excel sheets dataframe objects uses xlrd see read excel documentation parameters io str path object pathlib path py path local localpath file like object xlrd workbook openpypl workbook string path object expected path xls xlsx odf file engine str default none io buffer path must set identify io acceptable values none xlrd openpyxl odf note odf reads tables opendocument formatted files
2808,ExceptionPexpect,Summary,3,0,base class exceptions raised module
341,ExceptionThatFailsUnpickling,Summary,3,0,pickling class fails unpickling error incorrect arguments passed init
5209,ExceptionWrapper,Summary,3,0,wraps exception plus traceback communicate across threads
5211,ExternalInitializer,Usage,4,1,class used cases parameter initialized initializer rather provided workspace param init net executed current version real sanity checks parameter
2810,ExtractError,Summary,3,0,general exception extract errors
2812,FakeFile,Summary,3,0,wrap list lines object readline make
345,FakePayload,Summary,3,0,wrapper around bytesio restricts read since data network sought cannot read outside content length makes sure views anything test client work real life
355,FallbackStorage,Expand,1,0,try store messages first backend store unstored messages subsequent backend
2824,FileMetadata,Expand,1,0,metadata handler standalone pkg info files usage metadata filemetadata path pkg info provider rejects data metadata requests except pkg info treated existing contents file provided location metadata handler standalone pkg info files usage metadata filemetadata path pkg info provider rejects data metadata requests except pkg info treated existing contents file provided location
2824,FileMetadata,Summary,3,1,metadata handler standalone pkg info files usage metadata filemetadata path pkg info provider rejects data metadata requests except pkg info treated existing contents file provided location metadata handler standalone pkg info files usage metadata filemetadata path pkg info provider rejects data metadata requests except pkg info treated existing contents file provided location
2848,FileSystemLoader,Summary,3,0,loads templates file system loader find templates folders file system preferred way load loader takes path templates string multiple locations wanted list looked given order loader filesystemloader path templates per default template encoding utf 8 changed setting encoding parameter something else follow symbolic links set followlinks parameter true loader filesystemloader path templates followlinks true
2873,Filter,Summary,3,1,alphabetizes attributes elements
2875,Filter_,Summary,3,1,sanitizes token stream xhtml mathml svg inline style attributes
5219,FisherSnedecor,Summary,3,0,creates fisher snedecor distribution parameterized attr df1 attr df2 example fishersnedecor torch tensor 10 torch tensor 20 sample fisher snedecor distributed df1 1 df2 2 tensor 02453 args df1 float tensor degrees freedom parameter 1 df2 float tensor degrees freedom parameter 2
2877,FollowedBy,Summary,3,0,lookahead matching given parse expression followedby advance parsing position within input string verifies specified parse expression matches current position followedby always returns null token list results names defined lookahead expression returned access name example use followedby match label followed data word word alphas label data word followedby attr expr group label suppress oneormore data word stopon label setparseaction join oneormore attr expr parsestring shape square color black posn upper left pprint prints shape square color black posn upper left
361,FootNote,DevelopmentNotes,0,0,model added ticket 19838
1450,Forward,Summary,3,0,create forwarding drafts one messages
363,FrenchTestCase,Summary,3,0,tests using french translations sampleproject
371,GZipMiddleware,Summary,3,0,accept encoding header
1058,GeoJSON,Summary,3,0,geojson expects json able dict already serialized json string scalar types none number string allowed dict containers
2927,Getattr,Usage,4,0,get attribute item expression ascii bytestring prefer attribute
367,Group,Summary,3,0,table column fields
1452,Group_,Summary,3,0,view groups
2999,HTMLParser,Summary,3,0,html parser generates tree structure stream possibly malformed html
3003,HTTPError,Summary,3,0,http error occurred
1454,HashCash,Summary,3,0,try collide hash using smtorp algorithm
2931,HashMissing,Summary,3,1,hash needed requirement absent
2936,HebrewProber,DevelopmentNotes,0,0,two sbcharsetprobers identify text fact kind hebrew logical visual scores two sbcharsetprobers produce final answer reduces sequence characters single space built hebrewprober using language model disjointed model probers results hebrewprober alone meaningless
1064,HelpEnd,Summary,3,0,transformer help syntax obj obj
374,HiddenRangeWidget,Summary,3,0,widget splits input two input type hidden inputs
1068,HistoryAccessor,Summary,3,0,access history database without adding intended use standalone history tools ipython shells use historymanager subclass
1870,Holiday,Summary,3,0,class defines holiday start end dates rules observance
1095,IPythonInputSplitter,Summary,3,1,input splitter recognizes ipython special syntax
376,ImageFileDescriptor,Summary,3,0,like filedescriptor imagefields difference assigning width height width field height field appropriate
382,IncompleteCategoryFormWithExclude,Summary,3,0,form replaces model url field custom one
386,Individual,Summary,3,0,model fk registered admin corresponding raw id widget magnifying glass link select related instances rendering called programmatically case
397,InputStreamExhausted,Expand,1,0,reads allowed device
397,InputStreamExhausted,Summary,3,0,reads allowed device
3006,InsecurePlatformWarning,Summary,3,0,warned certain ssl configuration available platform
3008,InspectedValidator,Summary,3,0,metaclass validators
3012,InstalledDistribution,Usage,4,0,reads metadata contained pydist json instantiated uses passed metadata instance useful dry run mode used
400,IntFromGeom,DevelopmentNotes,0,1,argument geometry return type integer
400,IntFromGeom,Parameters,2,1,argument geometry return type integer
