comment_sentence_id,class,category,category_encoded,partition,processed_text
912,Audio,Summary,3,1,creat audio object object return input cell pass display function result audio control display frontend work notebook paramet data numpi array list unicod str byte one numpi 1d array contain desir waveform mono numpi 2d array contain waveform channel shape nchan nsampl standard channel order see http msdn microsoft com en us librari window hardwar dn653308 v vs 85 aspx list float integ repres waveform mono string contain filenam bytestr contain raw pcm data url point file web array option use waveform normal filenam url use format support browser depend url unicod url download data filenam unicod path local file load data emb boolean audio data embed use data uri true origin sourc referenc set true want audio playabl later internet connect notebook default true unless keyword argument url set default valu fals rate integ sampl rate raw data requir data paramet use array autoplay bool set true audio immedi start play default fals normal bool whether audio normal rescal maximum possibl rang default true set fals data must 1 1 inclus otherwis error rais appli data list array sampl type audio never normal exampl gener sound import numpi np framer 44100 np linspac 0 5 framer 5 data np sin 2 np pi 220 np sin 2 np pi 224 audio data rate framer also stereo channel dataleft np sin 2 np pi 220 dataright np sin 2 np pi 224 audio dataleft dataright rate framer audio http www nch com au acm 8k16bitpcm wav url audio url http www w3school com html hors ogg audio path sound wav file audio filenam path sound ogg audio b raw wav data byte audio data b raw wav data
5929,AuthBase,Summary,3,0,base class auth implement deriv
62,AutoFieldMeta,Summary,3,1,metaclass maintain backward inherit compat autofield intend autofieldmixin becom public api possibl creat non integ automat gener field use column default store databas mani area django also reli use isinst check automat gener field subclass autofield new flag need implement field use instead issu address metaclass could use deprec inherit autofield use isinst autofield detect automat gener field
1265,AutoTlsConnBroker,Summary,3,0,broker tri auto upgrad connect use tl least ssl handshak record info
1263,AutocryptSearch,Summary,3,0,search autocrypt databas
4460,BCEWithLogitsLoss,Summary,3,0,loss combin sigmoid layer bceloss one singl class version numer stabl use plain sigmoid follow bceloss combin oper one layer take advantag log sum exp trick numer stabil unreduc ie attr reduct set none loss describ math ell x l l 1 dot l n top quad l n w n left n cdot log sigma x n 1 n cdot log 1 sigma x n right math n batch size attr reduct none default mean math ell x begin case operatornam mean l text reduct text mean operatornam sum l text reduct text sum end case use measur error reconstruct exampl auto encod note target number 0 1 possibl trade recal precis ad weight posit exampl case multi label classif loss describ math ell c x l c l 1 c dot l n c top quad l n c w n c left p c n c cdot log sigma x n c 1 n c cdot log 1 sigma x n c right exampl dataset contain 100 posit 300 neg exampl singl class po weight class equal math frac 300 100 3 loss would act dataset contain math 3 time 100 300 posit exampl exampl target torch one 10 64 dtype torch float32 64 class batch size 10 output torch full 10 64 0999 predict logit po weight torch one 64 weight equal 1 criterion torch nn bcewithlogitsloss po weight po weight criterion output target log sigmoid 0999 tensor 03135 arg weight tensor option manual rescal weight given loss batch element given tensor size nbatch size averag bool option deprec see attr reduct default loss averag loss element batch note loss multipl element per sampl field attr size averag set fals loss instead sum minibatch ignor reduc fals default true reduc bool option deprec see attr reduct loss averag sum observ minibatch depend attr size averag attr reduc fals return loss per batch element instead ignor attr size averag default true reduct string option specifi reduct appli output none mean sum none reduct appli mean sum output divid number element output sum output sum note attr size averag attr reduc process deprec meantim default mean po weight tensor option weight posit exampl must vector length equal number class shape input math n math mean number addit dimens target math n shape input output scalar attr reduct none math n exampl loss nn bcewithlogitsloss input torch randn 3 requir grad true target torch empti 3 random 2 output loss input target output backward
218,BCryptSHA256PasswordHasher,Summary,3,0,secur password hash use bcrypt algorithm recommend consid mani secur algorithm must first instal bcrypt librari
1642,BYearBegin,Summary,3,0,dateoffset increment busi year begin date
84,BadSignature,Summary,3,1,signatur match
86,BarAccount,Summary,3,0,servic specif account type bar
1560,Base,Summary,3,0,common test variat intervalindex construct input data suppli break format convert subclass method get kwarg break expect format
88,BaseCommand,Summary,3,0,base class manag command ultim deriv use class want access mechan pars command line argument work code call respons need chang behavior consid use one subclass defin file interest overrid custom variou aspect command pars execut behavior normal flow work follow 1 django admin manag py load command class call run argv method 2 run argv method call creat parser get argumentpars argument pars perform environ chang request option like pythonpath call execut method pass pars argument 3 execut method attempt carri command call handl method pars argument output produc handl print standard output command intend produc block sql statement wrap begin commit 4 handl execut rais except eg commanderror run argv instead print error messag stderr thu handl method typic start point subclass mani built command command type either place logic handl perform addit pars work handl deleg special method need sever attribut affect behavior variou step along way help short descript command print output transact boolean indic whether command output sql statement true output automat wrap begin commit default valu fals requir migrat check boolean true command print warn set migrat disk match migrat databas requir system check boolean true entir django project check error prior execut command valid individu applic model rather applic model call self check app config handl app config list applic configur provid app registri
2418,BaseCommand_,Summary,3,1,cli command
201,BaseDatabaseSchemaEditor,DevelopmentNotes,0,0,class subclass respons emit schema chang statement databas model creation remov alter field renam index fiddl
201,BaseDatabaseSchemaEditor,Summary,3,0,class subclass respons emit schema chang statement databas model creation remov alter field renam index fiddl
210,BaseExpression,Summary,3,0,base class queri express
1569,BaseInterfaceTests,Summary,3,1,test basic interfac satisfi interfac
4344,BaseTestCase,Summary,3,0,base class use tensorboard test
212,BaseUpdateView,Summary,3,0,base view updat exist object use base class requir subclass provid respons mixin
216,BaseYearArchiveView,Summary,3,0,list object publish given year
4346,BatchNorm1d,Summary,3,0,appli batch normal 2d 3d input mini batch 1d input option addit channel dimens describ paper batch normal acceler deep network train reduc intern covari shift math mean standard deviat calcul per dimens size c c input size also default train layer keep run estim comput mean varianc use normal evalu run estim kept default attr momentum 01 attr track run stat set fals layer keep run estim batch statist instead use evalu time well note attr momentum argument differ one use optim class convent notion momentum mathemat updat rule run statist math hat x text new 1 text momentum time hat x text momentum time x math hat x estim statist math x new observ valu batch normal done c dimens comput statist n l slice common terminolog call tempor batch normal arg num featur math c expect input size math n c l math l input size math n l ep valu ad denomin numer stabil default 1e 5 momentum valu use run mean run var comput set none cumul move averag ie simpl averag default 01 affin boolean valu set true modul learnabl affin paramet default true track run stat boolean valu set true modul track run mean varianc set fals modul track statist alway use batch statist train eval mode default true shape input math n c math n c l output math n c math n c l shape input exampl learnabl paramet nn batchnorm1d 100 without learnabl paramet input torch randn 20 100 output input
1573,BooleanArray,Summary,3,0,array boolean true fals data miss valu panda extens array boolean data hood repres 2 numpi array boolean array data boolean array mask true indic miss booleanarray implement kleen logic sometim call three valu logic logic oper see ref boolean kleen construct booleanarray gener array like input use func panda array specifi dtype boolean see exampl booleanarray consid experiment paramet valu numpi ndarray 1 boolean dtype array data mask numpi ndarray 1 boolean dtype array indic miss valu true indic miss copi bool default fals whether copi valu mask array attribut none method none return booleanarray exampl creat booleanarray func panda array pd array true fals none dtype boolean booleanarray true fals na length 3 dtype boolean
227,BoundWidget,Summary,3,0,contain class use iter widget use widget choic exampl follow use templat radio myform beatl label radio id label radio choic label span class radio radio tag span label endfor
2420,BrokenStdoutLoggingError,Summary,3,0,rais brokenpipeerror occur stdout stream log
2422,Bucket,Summary,3,0,bucket use store bytecod one templat creat initi bytecod cach pass load function bucket get intern checksum cach assign use automat reject outdat cach materi
4638,BuildType,Summary,3,1,check build type build type given attr cmake build type env attr cmake build type env none build type infer cmakecach txt cmakecach txt exist os environ cmake build type use argument cmake build type env str valu os environ cmake build type
1638,BusinessHour,Summary,3,0,dateoffset subclass repres possibl n busi hour
1640,BusinessMixin,Summary,3,0,mixin busi type provid relat function
2495,CONSOLE_SCREEN_BUFFER_INFO,Summary,3,0,struct wincon h
249,CacheHandler,Summary,3,0,cach handler manag access cach instanc ensur one instanc alia exist per thread
4657,Caffe2OperatorTestCase,Summary,3,0,class includ inform need benchmark oper op bench user defin class child caffe2benchmarkbas includ input oper etc test config namedtupl includ test name input shape tag run backward run backward fals run forward method execut otherwis run backward method execut
2434,CallBlock,DevelopmentNotes,0,0,like macro without name call instead call call unnam macro caller argument node hold
1044,CapturingDisplayPublisher,Summary,3,1,displaypublish store
2440,CaseInsensitiveDict,Summary,3,0,case insensit dict like object implement method oper mutablemap well dict copi also provid lower item key expect string structur rememb case last key set iter instanc key item iterkey iteritem contain case sensit key howev queri contain test case insensit cid caseinsensitivedict cid accept applic json list cid accept true exampl header content encod return valu content encod respons header regardless header name origin store constructor updat equal comparison oper given key equal lower behavior undefin
1644,CategoricalDtype,Expand,1,1,type categor data categori ordered paramet categori sequenc option must uniqu must contain null order bool none default fals whether categor treat order categor none use maintain order valu exist categor use oper combin categor eg astyp resolv fals exist order maintain attribut categori order method none note class use specifi type categor independ valu see ref categor categoricaldtyp exampl pd categoricaldtyp categori b order true pd seri b c dtype 12 00 1 b 2 00 3 nan dtype categori categori 2 object b
1644,CategoricalDtype,Summary,3,0,type categor data categori ordered paramet categori sequenc option must uniqu must contain null order bool none default fals whether categor treat order categor none use maintain order valu exist categor use oper combin categor eg astyp resolv fals exist order maintain attribut categori order method none note class use specifi type categor independ valu see ref categor categoricaldtyp exampl pd categoricaldtyp categori b order true pd seri b c dtype 12 00 1 b 2 00 3 nan dtype categori categori 2 object b
1703,CategoricalIndex,Summary,3,0,index base underli class categor categoricalindex like categor take limit also like categor might order numer oper addit divis possibl paramet data array like 1 dimension valu categor categori given valu categori replac nan categori index like option categori categor item need uniqu categori given also dtype infer data order bool option whether categor treat order categor given dtype result categor unord dtype categoricaldtyp categori option class categoricaldtyp cannot use togeth categori order versionad 021 0 copi bool default fals make copi input ndarray name object option name store index attribut code categori order method remov unus categori set categori order unord map categori valid explicit order true given categori note see user guid http panda pydata org panda doc stabl user guid advanc html categoricalindex exampl pd categoricalindex b c b c categoricalindex b c b c categori b c order fals dtype categori noqa categoricalindex also instanti categor c pd categor b c b c pd categoricalindex c categoricalindex b c b c categori b c order fals dtype categori noqa order categoricalindex min max valu ci pd categoricalindex b c b c order true categori c b ci categoricalindex b c b c categori c b order true dtype categori noqa c
1046,CellMagicRole,Summary,3,0,cross refer role display prefix
253,Choices,Parameters,2,0,class creat enumer choic
253,Choices,Summary,3,0,class creat enumer choic
256,ChunkIter,Summary,3,0,iter yield chunk data given file like object constructor yield chunk read oper object
262,Client,Summary,3,0,class act client test purpos allow user compos get post request obtain respons server gave request server respons object annot detail context templat render process serv request client object state retain cooki thu session detail lifetim client instanc intend replac twill selenium like allow test context templat produc view rather html render end user
2489,ColoredString,Summary,3,0,enhanc string len oper color output
286,Combinable,Summary,3,0,provid abil combin one two object connector exampl f foo f bar
2491,CommandError,Summary,3,0,rais error command line argument
1269,ConfigDict,Summary,3,0,saniti check self document dictionari program set object must initi dictionari describ structur way variabl exist legal valu default variabl definit expect three valu 1 human readabl descript variabl 2 data type saniti check 3 default valu saniti check dictionari rule valu expect dictionari list item match rule defin use empti list dictionari default valu configur data nest includ dictionari rule place default valu default valu empti list assum list valu type specifi exampl pot configdict rule potato mani potato int 0 carrot mani carrot int 99 liquid fluid like fals water liter int 0 vodka liter int 12 tag tag c c int 0 x x str color color red blue sort pot key sort pot valu color liquid tag pot potato pot liquid vodka 123 pot potato 123 pot liquid vodka 123 pot carrot 99 pot walk liquid vodka 123 pot walk liquid vodka parent true vodka pot color append red 0 pot color extend blue red red pot color red blue red red 0 pot tag 0 c 123 pot tag append z invalid traceback recent call last valueerror invalid valu config tag 1 traceback recent call last invalidkeyerror invalid key config evil traceback recent call last invalidkeyerror invalid key config liquid evil traceback recent call last valueerror invalid valu config potato moo traceback recent call last configvalueerror invalid valu config color 4 green pot rule potato mani potato type int 0 isinst pot liquid configdict true
1424,ConfigureMailboxes,Summary,3,0,add one mailbox account specifi mailbox assign id use metadata index account specifi mailbox assign account configur automat index
1434,ConnectToGuiOMatic,Summary,3,0,connect wait gui matic gui
2493,ConnectionError,Summary,3,0,connect error occur
292,ConsoleDirective,Summary,3,1,restructuredtext direct render two tab code block second tab show window command line equival usual unix orient exampl
4669,ConstantPad3d,Summary,3,0,pad input tensor boundari constant valu n dimension pad use func torch nn function pad arg pad int tupl size pad int use pad boundari 6 tupl use math text pad left math text pad right math text pad top math text pad bottom math text pad front math text pad back exampl nn constantpad3d 3 35 input torch randn 16 3 10 20 30 output input use differ pad differ side nn constantpad3d 3 3 6 6 0 1 35 output input
1436,ContactSet,Summary,3,0,set contact line ensur contact exist
298,Context,Summary,3,1,stack contain variabl context
2497,Context_,Summary,3,0,templat context hold variabl templat creat instanc neither support use creat automat variou stage templat evalu creat hand context immut modif attr parent must happen modif attr var allow gener templat code templat filter global function mark func contextfunct get activ context pass first argument allow access context read templat context support read dict oper get key valu item iterkey itervalu iteritem getitem contain addit meth resolv method fail keyerror return class undefin object miss variabl
4709,Conv3d,Summary,3,0,appli 3d convolut input signal compos sever input plane simplest case output valu layer input size math n c h w output math n c h w precis describ math n c j bia c j sum k 0 c 1 weight c j k star input n k attr stride control stride cross correl attr pad control amount implicit zero pad side attr pad number point dimens attr dilat control space kernel point also known trou algorithm harder describ link nice visual attr dilat attr group control connect input output attr channel attr channel must divis attr group group 1 input convolv output group 2 oper becom equival two conv layer side side see half input channel produc half output channel subsequ concaten group attr channel input channel convolv set filter size math left lfloor frac channel channel right rfloor paramet attr kernel size attr stride attr pad attr dilat either singl int case valu use depth height width dimens tupl three int case first int use depth dimens second int height dimens third int width dimens word input size math n c h w math channel c channel c time k arg channel int number channel input imag channel int number channel produc convolut kernel size int tupl size convolv kernel stride int tupl option stride convolut default 1 pad int tupl option zero pad ad three side input default 0 pad mode string option accept valu zero circular default zero dilat int tupl option space kernel element default 1 group int option number block connect input channel output channel default 1 bia bool option true add learnabl bia output default true input math n c h w output math n c h w math math math attribut weight tensor learnabl weight modul shape valu weight sampl math k frac 1 c text prod 0 2 text kernel size bia tensor learnabl bia modul shape channel attr bia true valu weight sampl math mathcal u sqrt k sqrt k math k frac 1 c text prod 0 2 text kernel size exampl squar kernel equal stride nn conv3d 16 33 3 stride 2 non squar kernel unequ stride pad nn conv3d 16 33 3 5 2 stride 2 1 1 pad 4 2 0 input torch randn 20 16 10 50 100 output input
4870,ConvReLU3d,Summary,3,0,convrelu3d modul fuse modul conv3d relu adopt interfac class torch nn quantiz conv3d note attribut torch nn quantiz conv3d
2540,ConvertingTuple,Summary,3,0,convert tupl wrapper
2542,CookieConflictError,Summary,3,0,two cooki meet criteria specifi cooki jar use get set includ domain path arg order specif
300,CryptPasswordHasher,Summary,3,1,password hash use unix crypt recommend crypt modul support platform
304,CustomArticleAdmin,Summary,3,0,test variou hook use custom templat context
306,CustomCacheKeyValidationTests,Summary,3,0,test abil mixin custom valid key method custom cach backend otherwis inherit builtin backend overrid default key valid
314,CustomHeaderRemoteUserTest,Parameters,2,0,test custom remoteusermiddlewar subclass custom http auth user
314,CustomHeaderRemoteUserTest,Summary,3,0,test custom remoteusermiddlewar subclass custom http auth user
4883,CyclicLR,Summary,3,1,set learn rate paramet group accord cyclic learn rate polici clr polici cycl learn rate two boundari constant frequenc detail paper cyclic learn rate train neural network distanc two boundari scale per iter per cycl basi cyclic learn rate polici chang learn rate everi batch triangular basic triangular cycl without amplitud scale triangular2 basic triangular cycl scale initi amplitud half cycl exp rang cycl scale initi amplitud math text gamma text cycl iter cycl iter exampl optim torch optim sgd model paramet lr 01 momentum 09 schedul torch optim lr schedul cycliclr optim base lr 001 max lr 01 data loader torch util data dataload epoch rang 10 batch data loader train batch schedul step
1838,CythonCommand,Summary,3,0,custom distutil command subclass cython distutil build ext compil pyx c stop
1844,DataIndexableCol,Summary,3,0,repres data column index
2546,DataViewSequence,Summary,3,0,sequenc data view entri instanc item class
318,DatabaseReceiver,Summary,3,0,use test databas argument signal 13552
2550,Date,Summary,3,0,date liter
321,DblFromGeom,Parameters,2,0,refer last argument
5005,DeQuantStub,Expand,1,0,dequant stub modul calibr ident swap nnq dequant convert
5005,DeQuantStub,Summary,3,1,dequant stub modul calibr ident swap nnq dequant convert
5011,DiagonalTensor,Summary,3,0,class torch function specif diagon represent class limit util mostli use verifi dispatch mechan work expect base diagonalarray exampl numpi document pytorch dispatch system happen via torch function diagonaltensor repres 2d tensor n row column diagon entri set valu entri set zero main function diagonaltensor provid compact
2555,DirectedGraph,Summary,3,0,graph structur direct edg
325,DisallowedModelAdminToField,Summary,3,0,invalid field pass admin view via url queri string
1048,DisplayHook,Summary,3,0,custom ipython displayhook replac sy displayhook class mani thing basic idea callabl get call anytim user code return valu
2557,Distribution,Summary,3,0,base class distribut whether instal index either way must metadata need construct
327,DjangoHTMLTranslator,Summary,3,0,django specif rest html tweak
2563,DocumentErrorTree,Summary,3,1,implement dict like class queri error index follow
1054,DummyMod,Summary,3,0,dummi modul use ipython interact modul namespac must assign modul dict
329,Dumpdata,Summary,3,1,test dumpdata manag command
2806,EOF,Summary,3,0,usual mean child exit
331,EarliestOrLatestTests,Summary,3,0,test earliest latest object method
5053,EmbeddingBag,Summary,3,0,comput sum mean bag embed without instanti intermedi embed bag constant length attr per sampl weight class mode sum equival class torch nn embed follow torch sum dim 0 mode mean equival class torch nn embed follow torch mean dim 0 mode max equival class torch nn embed follow torch max dim 0 howev class torch nn embeddingbag much time memori effici use chain oper embeddingbag also support per sampl weight argument forward pass scale output embed perform weight reduct specifi mode attr per sampl weight pass support mode sum comput weight sum accord attr per sampl weight arg num embed int size dictionari embed embed dim int size embed vector max norm float option given embed vector norm larger attr max norm renorm norm attr max norm norm type float option p p norm comput attr max norm option default 2 scale grad freq boolean option given scale gradient invers frequenc word mini batch default fals mode string option sum mean max specifi way reduc bag sum comput weight sum take attr per sampl weight consider mean comput averag valu bag max comput max valu bag default mean spars bool option true gradient w r attr weight matrix spars tensor see note detail regard spars gradient note option support mode max attribut weight tensor learnabl weight modul shape num embed embed dim initi math mathcal n 0 1 input attr input longtensor attr offset longtensor option attr per index weight tensor option attr input 2d shape b n treat b bag sequenc fix length n return b valu aggreg way depend attr mode attr offset ignor requir none case attr input 1d shape n treat concaten multipl bag sequenc attr offset requir 1d tensor contain start index posit bag attr input therefor attr offset shape b attr input view b bag empti bag ie 0 length return vector fill zero per sampl weight tensor option tensor float doubl weight none indic weight taken 1 specifi attr per sampl weight must exactli shape input treat attr offset none support mode sum exampl embed modul contain 10 tensor size 3 embed sum nn embeddingbag 10 3 mode sum batch 2 sampl 4 indic input torch longtensor 1 2 4 5 4 3 2 9 offset torch longtensor 0 4 embed sum input offset tensor 08861 54350 00523 11306 25798 10044
1438,EncryptedIntDict,Summary,3,0,encrypteddict deal sign 64 bit int valu also add work key function
1442,EncryptedUnicodeDict,Summary,3,0,encrypteddict deal unicod valu
5196,EnforceUnique,Summary,3,0,rais error key seen
2568,Environment,Expand,1,1,contain import share variabl like configur filter test global other instanc class may modifi share templat load far modif environ first templat load lead surpris effect undefin behavior possibl initi paramet block start string string mark begin block default block end string string mark end block default variabl start string string mark begin print statement default variabl end string string mark end print statement default comment start string string mark begin comment comment end string string mark end comment line statement prefix given string use prefix line base statement see also ref line statement line comment prefix given string use prefix line base comment see also ref line statement versionad 22 trim block set true first newlin block remov block variabl tag lstrip block set true lead space tab strip start line block newlin sequenc sequenc start newlin must one r n r n default n use default linux os x system well web applic keep trail newlin preserv trail newlin render templat default fals caus singl newlin present strip end templat versionad 27 extens either import path string extens class inform optim optim enabl default true undefin final callabl use process result variabl express output exampl one convert none implicitli empti string autoescap set true xml html autoescap featur enabl default detail autoescap see class jinja2 util markup jinja 24 also callabl pass templat name versionchang 24 loader cach size size cach per default 400 mean least recent use templat 1 cach clean versionchang 28 auto reload sourc may chang ie file system databas reload templat higher perform possibl disabl bytecod cach cach intern jinja bytecod templat enabl async take advantag newer python featur requir python 36 later
5198,Error,Summary,3,0,error section output cuda memcheck error report error messag backtrac
337,ErrorDict,Summary,3,0,collect error know display variou format dictionari key field name valu error
1444,Event,Summary,3,0,singl event event log actual interpret render event handl respect sourc class
1846,ExcelFile,Summary,3,0,class pars tabular excel sheet datafram object use xlrd see read excel document paramet io str path object pathlib path py path local localpath file like object xlrd workbook openpypl workbook string path object expect path xl xlsx odf file engin str default none io buffer path must set identifi io accept valu none xlrd openpyxl odf note odf read tabl opendocu format file
2808,ExceptionPexpect,Summary,3,0,base class except rais modul
341,ExceptionThatFailsUnpickling,Summary,3,0,pickl class fail unpickl error incorrect argument pass init
5209,ExceptionWrapper,Summary,3,0,wrap except plu traceback commun across thread
5211,ExternalInitializer,Usage,4,1,class use case paramet initi initi rather provid workspac param init net execut current version real saniti check paramet
2810,ExtractError,Summary,3,0,gener except extract error
2812,FakeFile,Summary,3,0,wrap list line object readlin make
345,FakePayload,Summary,3,0,wrapper around bytesio restrict read sinc data network sought cannot read outsid content length make sure view anyth test client work real life
355,FallbackStorage,Expand,1,0,tri store messag first backend store unstor messag subsequ backend
2824,FileMetadata,Expand,1,0,metadata handler standalon pkg info file usag metadata filemetadata path pkg info provid reject data metadata request except pkg info treat exist content file provid locat metadata handler standalon pkg info file usag metadata filemetadata path pkg info provid reject data metadata request except pkg info treat exist content file provid locat
2824,FileMetadata,Summary,3,1,metadata handler standalon pkg info file usag metadata filemetadata path pkg info provid reject data metadata request except pkg info treat exist content file provid locat metadata handler standalon pkg info file usag metadata filemetadata path pkg info provid reject data metadata request except pkg info treat exist content file provid locat
2848,FileSystemLoader,Summary,3,0,load templat file system loader find templat folder file system prefer way load loader take path templat string multipl locat want list look given order loader filesystemload path templat per default templat encod utf 8 chang set encod paramet someth els follow symbol link set followlink paramet true loader filesystemload path templat followlink true
2873,Filter,Summary,3,1,alphabet attribut element
2875,Filter_,Summary,3,1,sanit token stream xhtml mathml svg inlin style attribut
5219,FisherSnedecor,Summary,3,0,creat fisher snedecor distribut parameter attr df1 attr df2 exampl fishersnedecor torch tensor 10 torch tensor 20 sampl fisher snedecor distribut df1 1 df2 2 tensor 02453 arg df1 float tensor degre freedom paramet 1 df2 float tensor degre freedom paramet 2
2877,FollowedBy,Summary,3,0,lookahead match given pars express followedbi advanc pars posit within input string verifi specifi pars express match current posit followedbi alway return null token list result name defin lookahead express return access name exampl use followedbi match label follow data word word alpha label data word followedbi attr expr group label suppress oneormor data word stopon label setparseact join oneormor attr expr parsestr shape squar color black posn upper left pprint print shape squar color black posn upper left
361,FootNote,DevelopmentNotes,0,0,model ad ticket 19838
1450,Forward,Summary,3,0,creat forward draft one messag
363,FrenchTestCase,Summary,3,0,test use french translat sampleproject
371,GZipMiddleware,Summary,3,0,accept encod header
1058,GeoJSON,Summary,3,0,geojson expect json abl dict alreadi serial json string scalar type none number string allow dict contain
2927,Getattr,Usage,4,0,get attribut item express ascii bytestr prefer attribut
367,Group,Summary,3,0,tabl column field
1452,Group_,Summary,3,0,view group
2999,HTMLParser,Summary,3,0,html parser gener tree structur stream possibl malform html
3003,HTTPError,Summary,3,0,http error occur
1454,HashCash,Summary,3,0,tri collid hash use smtorp algorithm
2931,HashMissing,Summary,3,1,hash need requir absent
2936,HebrewProber,DevelopmentNotes,0,0,two sbcharsetprob identifi text fact kind hebrew logic visual score two sbcharsetprob produc final answer reduc sequenc charact singl space built hebrewprob use languag model disjoint model prober result hebrewprob alon meaningless
1064,HelpEnd,Summary,3,0,transform help syntax obj obj
374,HiddenRangeWidget,Summary,3,0,widget split input two input type hidden input
1068,HistoryAccessor,Summary,3,0,access histori databas without ad intend use standalon histori tool ipython shell use historymanag subclass
1870,Holiday,Summary,3,0,class defin holiday start end date rule observ
1095,IPythonInputSplitter,Summary,3,1,input splitter recogn ipython special syntax
376,ImageFileDescriptor,Summary,3,0,like filedescriptor imagefield differ assign width height width field height field appropri
382,IncompleteCategoryFormWithExclude,Summary,3,0,form replac model url field custom one
386,Individual,Summary,3,0,model fk regist admin correspond raw id widget magnifi glass link select relat instanc render call programmat case
397,InputStreamExhausted,Expand,1,0,read allow devic
397,InputStreamExhausted,Summary,3,0,read allow devic
3006,InsecurePlatformWarning,Summary,3,0,warn certain ssl configur avail platform
3008,InspectedValidator,Summary,3,0,metaclass valid
3012,InstalledDistribution,Usage,4,0,read metadata contain pydist json instanti use pass metadata instanc use dri run mode use
400,IntFromGeom,DevelopmentNotes,0,1,argument geometri return type integ
400,IntFromGeom,Parameters,2,1,argument geometri return type integ
1874,IntegerArray,Summary,3,0,array integ option miss valu integerarray current experiment api intern repres integerarray 2 numpi array data contain numpi integ array appropri dtype mask boolean array hold mask data true miss construct integerarray gener array like input use func panda array one integ dtype see exampl paramet valu numpi ndarray 1 integ dtype array mask numpi ndarray 1 boolean dtype array indic miss valu copi bool default fals whether copi valu mask attribut none method none return integerarray exampl creat integerarray func panda array int array pd array 1 none 3 dtype pd int32dtyp int array integerarray 1 nan 3 length 3 dtype int32 string alias dtype also avail capit pd array 1 none 3 dtype int32 integerarray 1 nan 3 length 3 dtype int32 pd array 1 none 3 dtype uint16 integerarray 1 nan 3 length 3 dtype uint16
1078,InteractiveShellApp,Summary,3,0,part configur shell environ follow method call meth initi method subclass meth init path meth init shell implement subclass meth init gui pylab meth init extens meth init code
3019,InternalName,Summary,3,0,intern name compil cannot creat node parser provid meth jinja2 parser parser free identifi method creat new identifi identifi avail templat threat special compil
